kontrahent_id,nazwa,nip,regon,kraj,miasto,kod_pocztowy,ulica,email,telefon,typ,opiekun_handlowy,data_utworzenia,status
1031,Pawełko-Kwarciak i syn s.c. S.A.,7943325624,326490179,PL,Kościerzyna,85-803,al. Powstańców Wielkopolskich 65/43,kontakt@pawełko-kwarciak.pl,+48 85 682 24 88,dostawca,Julian Gumienna,2020-09-21,aktywny
1032,Sporek Sp.k. Spółka z o.o.,2620370873,980268284,pl,Jarosław,39-927,al. Sienkiewicza 35,kontakt@sporek.pl,+48 24 191 62 17,klient,Ernest Wydmuch,2020-11-12,aktywny
1033,Spółdzielnia Ryfa Sp. z o.o. Sp. J.   ,4181359987,739385278,PL,Białogard,27-396,ul. Broniewskiego 92/69,kontakt@spółdzielnia.pl,+48 29 214 20 66,klient,Krystian Małys,2026-03-16,aktywny
1034,Fundacja Słobodzian Spółka z o.o.,8018644820,272567836,PL,Koło,17 781,al. Średnia 01/11,kontakt@fundacja.pl,+48 68 464 76 75,oba,Mateusz Klisz,2023-03-04,aktywny
1035,Basa i syn s.c. S.A.,857-082-00-46,679922568,PL,Ruda Śląska,41-954,plac Miłosza 34,kontakt@basa.pl,+48 64 585 50 70,oba,Olgierd Markiel,2021-08-10,aktywny
1036,PPUH Sugier sp. z o.o.,3691496116,269469724,Polska,Mikołów,61-347,pl. Traugutta 182,kontakt@ppuh.pl,+48 97 936 85 44,klient,Miłosz Gordon,2025-04-22,aktywny
1037,Dunal s.c. sp.k.,2769704092,480793141,PL,Sieradz,21-576,al. Wieniawskiego 312,kontakt@dunal.pl,+48 26 364 21 84,dostawca,pan Albert Kotlarek,2021-10-26,aktywny
1038,Bobik-Kasak Sp.j. Sp. z o.o.,7832748830,457885569,PL,Kołobrzeg,62-175,aleja Cedrowa 92/70,kontakt@bobik-kasak.pl,+48 56 209 68 84,oba,pan Alan Leśko,2025-01-08,aktywny
1039,Grupa Wojtalik Sp. J.,0964966833,873475216,PL,Tarnów,80-308,pl. Armii Krajowej 35,kontakt@grupa.pl,+48 89 539 13 44,dostawca,Karol Szafarz,2026-04-18,aktywny
1040,Gabinety Kuza-Oleszko s.c. Sp. z o.o.,7028516224,481791843,PL,Luboń,54-174,plac Moniuszki 48/07,kontakt@gabinety.pl,+48 91 516 45 79,oba,pani Olga Januszewicz,2021-12-17,aktywny
1041,Gawłowicz-Frydel Sp. z o.o. Sp.k. sp.k.,3486883900,568052911,PL,Mikołów,56-346,aleja Lazurowa 15/80,kontakt@gawłowicz-frydel.pl,+48 44 504 71 29,oba,Mateusz Starostka,2025-07-20,aktywny
1042,Grupa Ficner-Kłosowicz S.A. Sp. z o.o.,6091141317,729747367,PL,Kwidzyn,49-398,aleja Tartaczna 586,kontakt@grupa.pl,+48 56 777 86 91,klient,Cyprian Syroka,2022-11-07,aktywny
1043,FPUH Piejko Sp. z o.o.,4588165020,486886558,PL,Zgorzelec,25-501,plac Jana Pawła II 158,kontakt@fpuh.pl,+48 49 607 28 43,klient,Michał Teter,2021-08-25,aktywny
1044,Hutyra-Roda Sp. z o.o. Sp. J.,034-409-66-16,604708275,PL,Tomaszów Mazowiecki,10-182,plac Armii Krajowej 31/10,kontakt@hutyra-roda.pl,+48 19 890 76 26,oba,Cyprian Cąkała,2023-06-17,aktywny
1045,Grupa Herbut-Sypuła Sp.k. sp.k.,1417468137,450520909,PL,Knurów,81-895,plac Popiełuszki 02,kontakt@grupa.pl,+48 61 741 58 43,oba,Maksymilian Mich,2025-04-17,aktywny
1046,GASEK SP. Z O.O. SP.K.,6941559458,962836693,PL,Warszawa,56-811,pl. Staszica 16,kontakt@gasek.pl,+48 25 227 88 27,oba,pani Apolonia Karol,2022-08-01,aktywny
1047,Cięciwa-Judek s.c. Sp. J.,753-605-11-74,184402899,PL,Kluczbork,24-481,plac Kasprowicza 80,kontakt@cięciwa-judek.pl,+48 98 845 17 39,oba,Kajetan Kliber,2024-12-26,aktywny
1048,Spółdzielnia Majzner Spółka z o.o.,3621894550,743701616,PL,Czeladź,74-997,ulica Wieniawskiego 32,kontakt@spółdzielnia.pl,+48 59 597 10 16,klient,pani Kornelia Janasz,2023-12-08,aktywny
1049,Stowarzyszenie Wocial-Procek s.c. Spółka z o.o.,8942046644,943442595,PL,Marki,37-224,al. Niecała 38/04,kontakt@stowarzyszenie.pl,+48 66 609 62 16,dostawca,Miłosz Kijanka,2025-06-12,aktywny
1050,Siedlaczek Sp.j. Sp. z o.o.,,713332228,PL,Wodzisław Śląski,94-062,al. Jana Pawła II 70/15,kontakt@siedlaczek.pl,+48 50 886 50 38,klient,pani Ewelina Linke,2026-03-28,aktywny
1051,Fundacja Gabara Sp. z o.o.,6235466224,927237224,PL,Piastów,62-380,al. Rataja 833,kontakt@fundacja.pl,+48 54 817 47 16,klient,Maciej Jakóbik,2025-01-02,aktywny
1052,Fundacja Bobko sp.k.,2242767746,530823983,PL,Malbork,42-946,al. Browarna 226,kontakt@fundacja.pl,+48 51 727 18 59,klient,Szymon Fiutak,2021-09-20,aktywny
1053,Oczkowicz-Grubba Sp.j. Spółka z o.o.,1158488606,106570528,PL,Czerwionka-Leszczyny,20-410,plac Świerczewskiego 22/92,kontakt@oczkowicz-grubba.pl,+48 24 585 85 76,dostawca,Patryk Szybiak,2025-12-14,aktywny
1054,Fundacja Grzela Sp. z o.o. Sp.k. sp.k.,2312995704,961048611,PL,Wejherowo,26-023,al. Tęczowa 843,kontakt@fundacja.pl,+48 68 238 62 43,klient,Ada Czapiga,2025-04-28,aktywny
1055,Fundacja Nazarewicz i syn s.c. Sp. J.,1203843750,344787311,PL,Słupsk,63-993,pl. Pułaskiego 15,kontakt@fundacja.pl,+48 55 813 85 59,oba,pan Wojciech Brodowicz,2021-02-04,aktywny
1056,  Fundacja Haponiuk-Kieszek Sp.j. Spółka z o.o.,385-454-00-69,373229374,PL,Oleśnica,02-980,plac Głowackiego 49/69,kontakt@fundacja.pl,+48 94 476 46 93,dostawca,Adrian Wawrzyn,2024-05-09,aktywny
1057,Stowarzyszenie Bystrek sp. z o.o.,1123274899,921788291,PL,Rumia,89-885,aleja Szarych Szeregów 107,kontakt@stowarzyszenie.pl,+48 98 735 20 67,dostawca,pani Aniela Oślizło,2025-01-08,aktywny
1058,FPUH Molak sp. z o.o.,4272038869,835602271,PL,Racibórz,82-938,al. Pszenna 953,kontakt@fpuh.pl,+48 20 586 55 11,oba,Kazimierz Kilar,2021-03-28,aktywny
1059,Spółdzielnia Cięciwa-Cacko s.c. Sp. z o.o.,9630453067,753780761,PL,Chełm,32-501,al. Listopada 816,kontakt@spółdzielnia.pl,+48 52 836 79 74,klient,Kazimierz Jaroszuk,2023-07-20,aktywny
1060,Fundacja Bociek-Piwowarek Sp.k. sp. z o.o.,5340018160,573027930,PL,Żory,09-461,ul. Szeroka 25/07,kontakt@fundacja.pl,+48 75 393 75 18,dostawca,Artur Gmurczyk,2024-06-06,nieaktywny
1061,Job Sp. z o.o. Sp.k. Spółka z o.o.,4454460835,979876924,PL,Pruszcz Gdański,62-576,aleja Krasickiego 598,kontakt@job.pl,+48 99 167 70 87,oba,Rafał Doktór,2022-12-30,aktywny
1062,Grupa Kapera-Kopyść Sp. z o.o. sp.k.,1053912879,639382632,PL,Świebodzice,25-537,al. Asnyka 604,kontakt@grupa.pl,+48 79 852 59 89,oba,Gabriel Klama,2025-05-01,nieaktywny
1063,Grupa Kozaczuk sp.k.,,999269991,PL,Zakopane,83-781,ul. Przechodnia 276,kontakt@grupa.pl,+48 24 380 67 97,klient,Gaja Kuska,2023-05-28,aktywny
1064,Grupa Kapciak Sp. z o.o.,1986424235,992968317,PL,Sanok,36-203,pl. Bema 92,kontakt@grupa.pl,+48 86 560 30 76,klient,pani Sandra Kośka,2023-03-25,aktywny
1065,PPUH Hajdas Sp. z o.o.,,285115751,PL,Krosno,19-323,pl. Nałkowskiej 65,kontakt@ppuh.pl,+48 84 670 37 31,klient,Kajetan Stachelek,2021-12-01,aktywny
1066,Gabinety Pacholik-Klucznik Sp.k. Sp. z o.o.,0232001869,595326907,PL,Bełchatów,42-580,ul. Skłodowskiej-Curie 27,kontakt@gabinety.pl,+48 59 217 15 13,oba,Krzysztof Gągała,2025-12-13,aktywny
1067,Noszczyk-Zinkiewicz S.A. Sp. z o.o.,0814356145,166262563,PL,Skawina,31-095,plac Głowackiego 65,kontakt@noszczyk-zinkiewicz.pl,+48 81 396 50 93,klient,Anastazja Trzop,2021-07-06,aktywny
1068,Grupa Klyszcz-Sobstyl Sp.k. Sp. z o.o.,7468235469,732113521,PL,Otwock,89-159,ul. Wróblewskiego 72,kontakt@grupa.pl,+48 97 909 22 14,klient,Robert Sadza,2022-10-14,aktywny
1069,Parzyszek-Jarka Sp.k. Sp. z o.o.,762-054-59-67,569799493,PL,Oława,04-054,pl. Andersa 03,kontakt@parzyszek-jarka.pl,+48 53 120 98 15,dostawca,Marcin Budzich,2025-05-30,nieaktywny
1070,Gustaw-Cegła Sp. z o.o. Sp.k. Sp. J.,6641106540,192923494,PL,Nysa,97-650,pl. Listopada 47/06,kontakt@gustaw-cegła.pl,+48 39 388 10 67,oba,Maciej Pagacz,2024-03-10,aktywny
1071,Grupa Radke-Olchawa s.c. sp.k.,836-683-48-24,505789203,PL,Oleśnica,01-358,pl. Drzymały 826,kontakt@grupa.pl,+48 31 497 87 68,klient,Krystian Jałowiec,2026-06-24,aktywny
1072,Stein Sp.k. S.A.,8889178798,178005036,PL,Brodnica,37-273,al. Skłodowskiej-Curie 239,kontakt@stein.pl,+48 14 479 85 64,klient,Józef Mysiak,2024-08-17,aktywny
1073,Stowarzyszenie Jeszke Sp. z o.o.,9760932010,242486665,PL,Opole,84-293,ul. Toruńska 86/32,kontakt@stowarzyszenie.pl,+48 56 565 90 76,oba,Maciej Goss,2022-08-27,aktywny
1074,Kawulok i syn s.c. Spółka z o.o.,1809521754,460363222,PL,Ostrów Wielkopolski,26-778,al. Lelewela 39/45,kontakt@kawulok.pl,+48 26 571 72 68,dostawca,pan Kazimierz Franków,2021-07-27,aktywny
1075,Krüger-Kolman i syn s.c. sp. z o.o.,2419962646,290080389,PL,Przemyśl,28-524,aleja Lipowa 25,kontakt@krüger-kolman.pl,+48 29 717 71 52,oba,Sonia Słonka,2021-05-23,aktywny
1076,FPUH Job Sp.j. Sp. J.,4542185452,621952950,PL,Ciechanów,78-772,aleja Andersa 94/31,kontakt.fpuh.pl,+48 51 545 74 26,klient,Jakub Ruman,2022-02-22,aktywny
1077,Fogt Sp. z o.o. Spółka z o.o.,7090016355,540243542,PL,Łódź,36-953,aleja Żabia 921,kontakt@fogt.pl,+48 17 570 31 37,klient,Leonard Wacławczyk,2023-09-06,aktywny
1078,Szachniewicz-Pędrak Sp. z o.o. Sp.k. S.A.,2828954006,195519439,PL,Zabrze,36-428,pl. Jadwigi 14,kontakt@szachniewicz-pędrak.pl,+48 77 767 76 33,klient,Błażej Krzykała,2023-06-30,aktywny
1079,Tułacz-Satora Sp.k. sp. z o.o.,1261685078,170771493,PL,Pszczyna,04-902,ul. Brzozowa 13,kontakt@tułacz-satora.pl,+48 55 675 92 99,klient,pan Łukasz Drozda,2021-08-01,aktywny
1080,Fundacja Burchardt-Gęgotek Sp.k. Spółka z o.o.,0927115265,186834388,PL,Grudziądz,28-067,al. Kolejowa 76,kontakt@fundacja.pl,+48 57 332 66 16,oba,pan Dawid Kunc,2022-01-31,aktywny
1081,Grupa Styn-Pakosz i syn s.c. Sp. z o.o.,7169500745,852329085,Polska,Tczew,91-289,pl. Orzeszkowej 043,kontakt@grupa.pl,+48 75 687 49 81,oba,Adrianna Turoń,2024-03-24,aktywny
1082,Cierpka Sp. z o.o. sp. z o.o.,,998005043,PL,Swarzędz,56-573,pl. Grottgera 04,kontakt@cierpka.pl,+48 90 912 75 28,dostawca,pani Rozalia Balawender,2022-10-29,aktywny
1083,Gabinety Hus s.c. sp.k.,1310450258,931809747,pl,Jaworzno,48-675,plac Kazimierza Wielkiego 56/29,kontakt@gabinety.pl,+48 39 801 33 18,dostawca,Mariusz Mleczak,2023-11-20,aktywny
1084,Gabinety Flisiak Sp. J.,5748352689,164935057,PL,Kalisz,87-770,al. Słowianska 194,kontakt@gabinety.pl,+48 45 658 65 14,oba,Józef Pałyga,2025-05-16,aktywny
1085,Fundacja Narożny s.c. sp.k.,8344883844,289919958,PL,Pszczyna,22-912,aleja Kolorowa 29/58,kontakt@fundacja.pl,+48 40 491 90 48,dostawca,Anita Lalak,2022-02-07,aktywny
1086,Madajczyk-Kurz Sp.j. Spółka z o.o.,5077406575,765585315,PL,Bytom,54-902,ulica Promienna 90,kontakt@madajczyk-kurz.pl,+48 56 181 56 60,klient,Krystyna Kopała,2022-11-13,aktywny
1087,Trochim-Burzawa Sp.k. Sp. J.,0908551077,775323537,PL,Lubliniec,43-501,aleja Plażowa 68/63,kontakt.trochim-burzawa.pl,+48 14 782 86 23,klient,pani Sylwia Kajdas,2021-09-04,nieaktywny
1088,Walenciak Sp.k. Sp. z o.o.,786-190-25-41,856085608,PL,Nowy Dwór Mazowiecki,59-160,pl. Sucharskiego 81,kontakt@walenciak.pl,+48 98 498 16 97,oba,pan Piotr Kryza,2022-07-18,aktywny
1089,Spółdzielnia Nieścioruk Sp. z o.o.,6953541205,188790935,PL,Zduńska Wola,39-846,ulica Wróblewskiego 00,kontakt@spółdzielnia.pl,+48 34 548 50 82,dostawca,Gustaw Łapacz,2021-03-23,aktywny
1090,Mich-Żabka i syn s.c. S.A.,0151532597,378775239,PL,Pszczyna,10-069,plac Sikorskiego 560,kontakt@mich-żabka.pl,+48 92 732 53 14,dostawca,Cyprian Drewniok,2023-09-23,aktywny
1091,Spółdzielnia Godzisz S.A.,,860528097,PL,Chojnice,80-604,ul. Szewska 75,kontakt@spółdzielnia.pl,+48 93 128 39 95,klient,pani Agnieszka Gawłowicz,2021-02-05,aktywny
1092,Gabinety Rzeźniczek Sp.j. S.A.,4934039107,397892654,PL,Ostrów Mazowiecka,69-789,aleja Strumykowa 70/60,kontakt@gabinety.pl,+48 27 132 37 64,klient,pan Marek Świętoń,2026-03-28,aktywny
1093,Grupa Bartocha-Ambrożewicz Sp.k. Spółka z o.o.,1184913595,762068625,PL,Jawor,81-945,aleja Ludowa 53/97,kontakt@grupa.pl,+48 80 467 54 41,dostawca,Kazimierz Laszczyk,2024-05-17,aktywny
1094,Gabinety Dyda-Seweryniak Sp.j. Spółka z o.o.,0696801864,870011209,PL,Stargard Szczeciński,79-421,ulica Warszawska 08/71,kontakt@gabinety.pl,+48 72 369 15 99,klient,Marcelina Miszkiel,2025-12-05,aktywny
1095,Fundacja Hołysz-Młotek Sp.k. Sp. J.,2339449533,122023733,PL,Wieluń,07-260,ul. Wieniawskiego 72/74,kontakt@fundacja.pl,+48 61 602 68 58,klient,Maciej Pietrak,2024-04-21,aktywny
1096,Stowarzyszenie Prostak-Chwała Sp.k. sp. z o.o.,2501736546,239594898,PL,Grudziądz,10-204,al. Tulipanowa 62,kontakt@stowarzyszenie.pl,+48 34 392 23 68,oba,Aleksander Miętus,2023-06-01,aktywny
1097,Trąbka-Barłóg i syn s.c. Sp. z o.o.,2923345118,116356679,PL,Pszczyna,75-866,ul. Żabia 11/22,kontakt@trąbka-barłóg.pl,+48 84 140 92 63,oba,Sylwia Jurczuk,2021-01-29,aktywny
1098,Fundacja Rubaj i syn s.c. Sp. z o.o.,8868430212,194904011,PL,Sandomierz,56-022,pl. Kossaka 16/70,kontakt@fundacja.pl,+48 61 554 38 27,oba,Justyna Majdan,2020-08-18,aktywny
1099,Grupa Samson Sp. z o.o. Sp. J.,575-988-75-95,299789040,PL,Łomża,86-367,al. Kolorowa 21,kontakt@grupa.pl,+48 32 707 85 64,dostawca,Miłosz Palus,2022-06-09,aktywny
1100,Spółdzielnia Kopała-Polaszek Sp.j. sp. z o.o.,3620275589,300294311,PL,Biłgoraj,70-383,al. Andersa 29,kontakt@spółdzielnia.pl,+48 43 573 69 13,oba,Oliwier Małycha,2021-12-21,aktywny
1101,Gosek S.A. S.A.,1152380233,563264925,PL,Kalisz,39-137,pl. Maja 080,kontakt@gosek.pl,+48 23 762 87 94,klient,Anna Maria Szara,2021-04-25,aktywny
1102,PPUH Potaczek sp.k.,1897059165,214263314,PL,Łódź,39-902,aleja Asnyka 337,kontakt@ppuh.pl,+48 75 547 37 78,dostawca,pan Dominik Berg,2024-04-14,aktywny
1103,Drewniok-Lewek Sp.k. Sp. z o.o.,9597721687,654871154,PL,Gorlice,70-880,ulica Warszawska 21/78,kontakt@drewniok-lewek.pl,+48 17 868 53 40,dostawca,Sylwia Ciereszko,2022-12-24,aktywny
1104,Chojna-Sado Sp.j. S.A.,9289728452,433924832,PL,Gorlice,47-961,aleja Poniatowskiego 60,kontakt@chojna-sado.pl,+48 95 198 75 27,klient,pani Ewa Hennig,2025-11-26,aktywny
1105,Fundacja Mirończuk Sp. z o.o.,2839482321,811338235,PL,Krotoszyn,29-767,aleja Popiełuszki 62/39,kontakt@fundacja.pl,+48 18 358 21 45,dostawca,Sonia Pindral,2026-01-08,nieaktywny
1106,Poreda s.c. Sp. J.,3281165993,862936714,PL,Bydgoszcz,54-068,ul. Powstańców 05,kontakt@poreda.pl,+48 12 789 26 90,oba,Kamila Makles,2020-09-14,aktywny
1107,FPUH Białka Sp. z o.o. Sp.k. Sp. J.,3042322773,485661494,PL,Biała Podlaska,69620,plac Wojciecha 876,kontakt@fpuh.pl,+48 24 349 57 34,klient,Natasza Stróż,2022-01-09,aktywny
1108,Domurad Sp.j. S.A.,506-463-00-52,867990960,PL,Puławy,69-530,ul. Paderewskiego 44/49,kontakt@domurad.pl,+48 67 567 68 55,dostawca,Jędrzej Karsznia,2021-08-20,aktywny
1109,Matwiejczyk-Przeniosło Sp. z o.o. Sp.k. sp. z o.o.,2102916175,420552711,PL,Zgierz,25-846,plac Tuwima 963,kontakt@matwiejczyk-przeniosło.pl,+48 88 141 30 84,oba,Gustaw Kunysz,2026-07-06,aktywny
1110,FPUH Sporek Sp. z o.o.,4384196622,261958664,PL,Zgorzelec,42-210,ul. Okrężna 43/39,kontakt@fpuh.pl,+48 36 221 63 72,klient,pani Bianka Hamrol,2026-03-06,aktywny
1111,Stowarzyszenie Słobodzian Sp.j. S.A.,856-670-63-67,264252076,PL,Sochaczew,92-278,al. Szymanowskiego 249,kontakt@stowarzyszenie.pl,+48 84 624 60 56,dostawca,Iwo Kołton,2021-03-27,aktywny
1112,Gabinety Cieniuch Sp.j. Spółka z o.o.,4407663494,927006948,PL,Warszawa,09-194,plac Powstańców Śląskich 94/89,kontakt@gabinety.pl,+48 39 681 63 54,klient,Konrad Migała,2023-12-13,aktywny
1113,Ciepła Sp.k. S.A.,,194982824,Polska,Oleśnica,77-111,al. Lipca 122,kontakt@ciepła.pl,+48 29 361 37 62,oba,Olgierd Trojanowicz,2022-02-05,nieaktywny
1114,Saternus i syn s.c. Sp. J.,,673164392,PL,Gliwice,36-111,al. Chopina 63,kontakt@saternus.pl,+48 87 803 89 22,oba,Nicole Jędruch,2025-02-16,aktywny
1115,Duczmal Sp. z o.o. Sp.k. sp. z o.o.,4199643382,463821821,PL,Brodnica,93284,plac Norwida 39,kontakt@duczmal.pl,+48 28 837 46 68,klient,Bianka Materek,2024-08-28,aktywny
1116,Miodek-Matulewicz s.c. Spółka z o.o.,8333430317,184487999,PL,Śrem,41-781,ulica Rejtana 389,kontakt@miodek-matulewicz.pl,+48 96 641 73 61,klient,Miłosz Łodyga,2024-10-01,nieaktywny
1117,FPUH Starek-Kostek i syn s.c. Spółka z o.o.,9453536591,607008144,PL,Wołomin,16-098,aleja Wyszyńskiego 79,kontakt@fpuh.pl,+48 61 495 86 74,dostawca,Tymoteusz Zimniak,2021-04-09,aktywny
1118,Grupa Hojka Spółka z o.o.,2125450800,714917475,PL,Zamość,86-316,al. Toruńska 31,kontakt@grupa.pl,+48 90 413 75 21,dostawca,Kalina Kamieniak,2022-08-21,aktywny
1119,Fundacja Popielarczyk Sp.k. sp.k.,1307423599,227413900,PL,Kutno,79-769,ul. Odrzańska 376,kontakt@fundacja.pl,+48 34 494 25 46,klient,pani Ewa Czubaj,2023-07-12,aktywny
1120,PPUH Drewniok-Srokosz Sp.j. sp.k.,3326145435,871370025,PL,Krotoszyn,27-382,ulica Hallera 62/63,kontakt@ppuh.pl,+48 68 680 62 38,oba,Jędrzej Wojtasiewicz,2025-09-10,aktywny
1121,Stowarzyszenie Pyszka Sp.k. Sp. J.,0081785228,229114508,pl,Ełk,30-389,al. Rynek 93/17,kontakt@stowarzyszenie.pl,+48 58 847 80 67,klient,Tobiasz Sot,2023-09-16,aktywny
1122,Stowarzyszenie Kasak sp. z o.o.,5426874471,152193976,PL,Gdańsk,63-447,pl. Narutowicza 64,kontakt@stowarzyszenie.pl,+48 74 298 92 30,oba,pani Róża Rubaj,2020-11-03,aktywny
1123,Fundacja Tylka S.A.,6563370144,166513370,Poland,Nowy Sącz,29-875,ul. Solidarności 65,kontakt@fundacja.pl,+48 91 817 55 29,dostawca,Olaf Kasperczak,2021-04-06,aktywny
1124,Trybuś-Zapora Sp.k. Spółka z o.o.,5800027227,170558348,PL,Zgorzelec,07-257,aleja Sowia 42,kontakt@trybuś-zapora.pl,+48 34 427 69 94,klient,Konstanty Zgoła,2021-11-26,aktywny
1125,Guźniczak-Marat Sp. z o.o. Sp.k. sp.k.   ,4391368172,276607355,PL,Jastrzębie-Zdrój,67-069,ulica Chełmońskiego 92,kontakt@guźniczak-marat.pl,+48 36 224 35 58,oba,Krystyna Gumienna,2024-06-08,aktywny
1126,Spółdzielnia Księżak Sp. z o.o. sp. z o.o.,8620929734,469334329,PL,Piła,78-730,ulica Przemysłowa 281,kontakt@spółdzielnia.pl,+48 58 730 55 94,oba,pan Olgierd Soliwoda,2022-12-13,nieaktywny
1127,Oleksak-Lenda S.A. sp. z o.o.,2273938999,287160001,PL,Łódź,42-876,aleja Skłodowskiej-Curie 88,kontakt@oleksak-lenda.pl,+48 47 472 70 98,oba,Kamila Chochół,2023-01-18,aktywny
1128,Bugla-Gradek S.A. sp. z o.o.,2366185073,526378600,PL,Włocławek,31-883,al. Słowicza 737,kontakt@bugla-gradek.pl,+48 17 664 68 15,oba,Kamil Feliniak,2022-08-29,aktywny
1129,Fiedoruk-Fita s.c. S.A.,1823601076,233875517,PL,Polkowice,06-069,ul. Polna 787,kontakt@fiedoruk-fita.pl,+48 61 202 55 92,oba,Krystyna Macheta,2023-01-19,nieaktywny
1130,PPUH Gwara Sp.k. sp.k.,2589222569,161374984,PL,Dzierżoniów,46-806,al. Malczewskiego 862,kontakt@ppuh.pl,+48 34 940 89 53,klient,pan Kacper Szczubełek,2024-09-22,aktywny
1131,Kryk Sp. z o.o. Sp.k. S.A.,3731180461,834089588,PL,Będzin,15 619,al. Tartaczna 505,kontakt@kryk.pl,+48 46 207 40 10,dostawca,pan Albert Oleszko,2024-02-04,aktywny
1132,Mrotek-Berek Sp.k. sp.k.,4185201361,287383818,PL,Ostrów Mazowiecka,19-461,ul. Staffa 632,kontakt@mrotek-berek.pl,+48 95 158 75 46,oba,Olaf Świerkot,2025-01-13,aktywny
1133,Fundacja Nóżka Sp. J.,7561547053,441901346,PL,Żary,92-477,plac Powstańców Wielkopolskich 60,kontakt@fundacja.pl,+48 83 174 32 90,oba,Tymon Jędral,2021-04-24,aktywny
1134,Kapera Sp. z o.o. Sp.k. S.A.,4119556400,711576973,PL,Radom,45-477,al. Modrzewiowa 45/88,kontakt@kapera.pl,+48 84 838 58 85,klient,pan Tadeusz Miszkiewicz,2024-02-27,aktywny
1135,Stowarzyszenie Solarczyk S.A.,5207020421,566644744,PL,Piekary Śląskie,65-170,ulica Spółdzielcza 84/00,kontakt@stowarzyszenie.pl,+48 96 115 19 89,oba,Angelika Wiese,2026-02-14,aktywny
1136,Borysiak Sp.j. Sp. J.,1241393697,533290977,PL,Zawiercie,79-472,plac Bema 089,kontakt@borysiak.pl,+48 79 680 92 68,dostawca,Monika Krauza,2020-12-18,aktywny
1137,Fundacja Bryda s.c. sp.k.,7312677319,956727731,PL,Katowice,86-799,ul. Armii Krajowej 574,kontakt@fundacja.pl,+48 27 548 93 59,oba,Julian Roda,2020-11-15,aktywny
1138,Gruszczyk-Gałaj Sp.j. Spółka z o.o.,9889786535,784405675,PL,Tarnowskie Góry,51-226,ulica Willowa 23,kontakt@gruszczyk-gałaj.pl,+48 91 801 83 99,oba,Nicole Mendak,2024-01-08,aktywny
1139,Gabinety Windak S.A. sp.k.,1654308958,295087087,PL,Chojnice,71-582,plac Stycznia 20,kontakt@gabinety.pl,+48 26 248 15 30,klient,Karina Wołodźko,2021-05-02,aktywny
1140,Rup Sp.j. Sp. z o.o.,5764497477,107395571,PL,Jastrzębie-Zdrój,87-506,ulica Miarki 957,kontakt@rup.pl,+48 11 243 63 81,dostawca,Aurelia Dułak,2024-12-29,aktywny
1141,Gabinety Niedośpiał-Pabiś Sp.k. sp.k.,6764979745,195591888,PL,Bielsk Podlaski,42-540,aleja Rejtana 33/06,kontakt@gabinety.pl,+48 36 494 54 64,oba,pan Leon Peszko,2020-12-08,aktywny
1142,Fundacja Gadzina Spółka z o.o.,0063553737,140410332,PL,Zduńska Wola,07-975,al. Jana Sobieskiego 128,kontakt@fundacja.pl,+48 45 678 64 88,klient,Borys Wójs,2025-10-07,aktywny
1143,Franas-Faruga Sp. z o.o. Sp. z o.o.,9529635308,845951520,PL,Sandomierz,70-518,plac Miłosza 695,kontakt@franas-faruga.pl,+48 86 577 11 32,dostawca,Maksymilian Boruń,2024-06-24,aktywny
1144,Markiel-Grodek Sp.k. sp.k.   ,2763643159,759365013,PL,Kielce,41-949,aleja Widok 267,kontakt@markiel-grodek.pl,+48 78 735 81 82,dostawca,Józef Kościołek,2024-12-20,aktywny
1145,Labudda S.A. Spółka z o.o.,,861322340,PL,Wołomin,63-951,ul. Widok 343,kontakt@labudda.pl,+48 20 910 49 88,klient,Natan Sykut,2024-12-29,aktywny
1146,Stowarzyszenie Wandas-Klaus i syn s.c. sp.k.,9393449746,343111206,PL,Olsztyn,13-085,ulica Działkowa 67/12,kontakt@stowarzyszenie.pl,+48 63 370 12 77,oba,Jakub Wojtalewicz,2022-06-24,aktywny
1147,Witas-Leks Sp. z o.o. Sp.k. Sp. z o.o.,,818341713,PL,Radomsko,87-703,pl. Brzechwy 10/24,kontakt@witas-leks.pl,+48 23 355 30 23,klient,pani Blanka Sadowy,2025-07-21,aktywny
1148,Kotlarek s.c. Sp. J.,,306927649,PL,Warszawa,25-809,aleja Kruczkowskiego 149,kontakt@kotlarek.pl,+48 91 826 62 57,dostawca,Anna Maria Ośka,2025-11-09,aktywny
1149,Stowarzyszenie Kuśka-Samson Sp.j. sp. z o.o.,2030044960,426832697,PL,Krotoszyn,34-162,pl. Batalionów Chłopskich 34/06,kontakt@stowarzyszenie.pl,+48 19 251 88 38,oba,pani Sylwia Czak,2021-03-03,aktywny
1150,Stowarzyszenie Peszko Sp. z o.o. Sp.k. sp. z o.o.,5121375658,667757106,PL,Pruszków,84-723,al. Myśliwska 533,kontakt@stowarzyszenie.pl,+48 35 438 84 53,oba,pan Maks Czupryna,2025-11-04,nieaktywny
1151,Kawala Sp. z o.o. sp.k.,434-566-31-14,339253601,PL,Bochnia,16-152,aleja Zamkowa 14,kontakt@kawala.pl,+48 17 309 47 33,klient,pani Julita Jaremko,2025-02-15,aktywny
1152,Fundacja Dąbrówka Sp. z o.o. Sp. J.,2033474247,536559233,PL,Nowy Dwór Mazowiecki,86-966,pl. Powstańców 70,kontakt@fundacja.pl,+48 94 210 12 48,klient,pani Marika Chomik,2025-08-12,aktywny
